DB	DB_Object_ID	DB_Object_Symbol	Qualifier 	GO ID	DB:Reference	Evidence												
SGD	S000001089	AAP1		GO:0046872	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0479	F	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20170902	UniProt				
SGD	S000001089	AAP1		GO:0008237	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0482	F	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20170902	UniProt				
SGD	S000001089	AAP1		GO:0006508	SGD_REF:S000124036	IEA	InterPro:IPR001930	P	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20170902	InterPro				
SGD	S000001089	AAP1		GO:0008237	SGD_REF:S000124036	IEA	InterPro:IPR014782	F	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20170902	InterPro				
SGD	S000001089	AAP1		GO:0008270	SGD_REF:S000124036	IEA	InterPro:IPR014782	F	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20170902	InterPro				
SGD	S000001089	AAP1		GO:0005977	PMID:8100228|SGD_REF:S000050813	IMP		P	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20031212	SGD				
SGD	S000001089	AAP1		GO:0006508	PMID:8100228|SGD_REF:S000050813	IMP		P	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20031212	SGD				
SGD	S000001089	AAP1		GO:0070006	SGD_REF:S000185201	IBA	PANTHER:PTN000164249	F	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20150424	GO_Central				
SGD	S000001089	AAP1		GO:0043171	SGD_REF:S000185201	IBA	PANTHER:PTN000164249	P	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20150424	GO_Central				
SGD	S000001089	AAP1		GO:0008270	SGD_REF:S000185201	IBA	PANTHER:PTN000164249	F	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20150424	GO_Central				
SGD	S000001089	AAP1		GO:0042277	SGD_REF:S000185201	IBA	PANTHER:PTN000164249	F	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20150424	GO_Central				
SGD	S000001089	AAP1		GO:0016787	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0378	F	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20170902	UniProt				
SGD	S000001089	AAP1		GO:0008233	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0645	F	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20170902	UniProt				
SGD	S000001089	AAP1		GO:0005634	PMID:14562095|SGD_REF:S000074185	IDA		C	Arginine/alanine amino peptidase	YHR047C|AAP1'|arginine/alanine aminopeptidase	gene	taxon:559292	20031028	SGD				
SGD	S000000170	AAR2		GO:0000244	PMID:11720285|SGD_REF:S000066236	IMP		P	Component of the U5 snRNP complex	YBL074C|U5 snRNP complex subunit AAR2	gene	taxon:559292	20030408	SGD				
SGD	S000000170	AAR2		GO:0005682	PMID:11720285|SGD_REF:S000066236	IDA		C	Component of the U5 snRNP complex	YBL074C|U5 snRNP complex subunit AAR2	gene	taxon:559292	20030408	SGD				
SGD	S000000170	AAR2		GO:0003674	SGD_REF:S000069584	ND		F	Component of the U5 snRNP complex	YBL074C|U5 snRNP complex subunit AAR2	gene	taxon:559292	20071018	SGD				
SGD	S000000170	AAR2		GO:0005634	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0539	C	Component of the U5 snRNP complex	YBL074C|U5 snRNP complex subunit AAR2	gene	taxon:559292	20170902	UniProt				
SGD	S000000170	AAR2		GO:0006397	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0507	P	Component of the U5 snRNP complex	YBL074C|U5 snRNP complex subunit AAR2	gene	taxon:559292	20170902	UniProt				
SGD	S000000170	AAR2		GO:0008380	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0508	P	Component of the U5 snRNP complex	YBL074C|U5 snRNP complex subunit AAR2	gene	taxon:559292	20170902	UniProt				
SGD	S000000170	AAR2		GO:0005737	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0963	C	Component of the U5 snRNP complex	YBL074C|U5 snRNP complex subunit AAR2	gene	taxon:559292	20170902	UniProt				
SGD	S000000170	AAR2		GO:0005737	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0086	C	Component of the U5 snRNP complex	YBL074C|U5 snRNP complex subunit AAR2	gene	taxon:559292	20170902	UniProt				
SGD	S000000170	AAR2		GO:0005634	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0191	C	Component of the U5 snRNP complex	YBL074C|U5 snRNP complex subunit AAR2	gene	taxon:559292	20170902	UniProt				
SGD	S000001589	AAT1		GO:0005739	PMID:14576278|SGD_REF:S000075100	IDA		C	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20040928	SGD				
SGD	S000001589	AAT1		GO:0001300	PMID:18381895|SGD_REF:S000126001	IMP		P	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20080905	SGD				
SGD	S000001589	AAT1		GO:0005739	PMID:24769239|SGD_REF:S000175707	IDA		C	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20150803	SGD				
SGD	S000001589	AAT1		GO:0009058	SGD_REF:S000124036	IEA	InterPro:IPR004838	P	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	InterPro				
SGD	S000001589	AAT1		GO:0009058	SGD_REF:S000124036	IEA	InterPro:IPR004839	P	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	InterPro				
SGD	S000001589	AAT1		GO:0001302	PMID:18381895|SGD_REF:S000126001	IMP		P	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20080905	SGD				
SGD	S000001589	AAT1		GO:0006533	SGD_REF:S000185201	IBA	PANTHER:PTN000222759	P	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20150619	GO_Central				
SGD	S000001589	AAT1		GO:0004069	PMID:1482685|SGD_REF:S000041949	ISA	UniProtKB:P23542	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20130528	SGD				
SGD	S000001589	AAT1		GO:0003824	SGD_REF:S000124036	IEA	InterPro:IPR004838	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	InterPro				
SGD	S000001589	AAT1		GO:0003824	SGD_REF:S000124036	IEA	InterPro:IPR015421	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	InterPro				
SGD	S000001589	AAT1		GO:0003824	SGD_REF:S000124036	IEA	InterPro:IPR015422	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	InterPro				
SGD	S000001589	AAT1		GO:0004069	SGD_REF:S000185201	IBA	PANTHER:PTN000222845	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20150619	GO_Central				
SGD	S000001589	AAT1		GO:0008483	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0032	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	UniProt				
SGD	S000001589	AAT1		GO:0005739	PMID:22010850|SGD_REF:S000147127	IDA		C	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20150619	SGD				
SGD	S000001589	AAT1		GO:0006538	PMID:16135255|SGD_REF:S000137640	RCA		P	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20150622	SGD				
SGD	S000001589	AAT1		GO:0006530	PMID:16135255|SGD_REF:S000137640	RCA		P	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20150622	SGD				
SGD	S000001589	AAT1		GO:0080130	SGD_REF:S000124037	IEA	EC:2.6.1.1	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	UniProt				
SGD	S000001589	AAT1		GO:0004069	SGD_REF:S000124037	IEA	EC:2.6.1.1	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	UniProt				
SGD	S000001589	AAT1		GO:0016740	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0808	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	UniProt				
SGD	S000001589	AAT1		GO:0030170	SGD_REF:S000124036	IEA	InterPro:IPR004838	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	InterPro				
SGD	S000001589	AAT1		GO:0030170	SGD_REF:S000124036	IEA	InterPro:IPR004839	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	InterPro				
SGD	S000001589	AAT1		GO:0005739	PMID:16823961|SGD_REF:S000117178	IDA		C	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20061212	SGD				
SGD	S000001589	AAT1		GO:0005759	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0170	C	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	UniProt				
SGD	S000001589	AAT1		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	UniProt				
SGD	S000001589	AAT1		GO:0008483	SGD_REF:S000124036	IEA	InterPro:IPR000796	F	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	InterPro				
SGD	S000001589	AAT1		GO:0006520	SGD_REF:S000124036	IEA	InterPro:IPR000796	P	Mitochondrial aspartate aminotransferase	YKL106W|aspartate transaminase AAT1	gene	taxon:559292	20170902	InterPro				
SGD	S000004017	AAT2		GO:0004069	PMID:9288922|SGD_REF:S000039792	IMP		F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20080121	SGD				
SGD	S000004017	AAT2		GO:0004069	PMID:1859361|SGD_REF:S000056664	IDA		F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20010118	SGD				
SGD	S000004017	AAT2		GO:0016740	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0808	F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	UniProt				
SGD	S000004017	AAT2		GO:0009058	SGD_REF:S000124036	IEA	InterPro:IPR004838	P	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	InterPro				
SGD	S000004017	AAT2		GO:0009058	SGD_REF:S000124036	IEA	InterPro:IPR004839	P	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	InterPro				
SGD	S000004017	AAT2		GO:0004069	SGD_REF:S000124037	IEA	EC:2.6.1.1	F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	UniProt				
SGD	S000004017	AAT2		GO:0005777	PMID:9288922|SGD_REF:S000039792	IMP		C	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20080121	SGD				
SGD	S000004017	AAT2		GO:0005777	PMID:9288922|SGD_REF:S000039792	IDA		C	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20080121	SGD				
SGD	S000004017	AAT2		GO:0005829	PMID:9288922|SGD_REF:S000039792	IDA		C	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20080121	SGD				
SGD	S000004017	AAT2		GO:0003824	SGD_REF:S000124036	IEA	InterPro:IPR004838	F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	InterPro				
SGD	S000004017	AAT2		GO:0003824	SGD_REF:S000124036	IEA	InterPro:IPR015421	F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	InterPro				
SGD	S000004017	AAT2		GO:0003824	SGD_REF:S000124036	IEA	InterPro:IPR015422	F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	InterPro				
SGD	S000004017	AAT2		GO:0030170	SGD_REF:S000124036	IEA	InterPro:IPR004838	F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	InterPro				
SGD	S000004017	AAT2		GO:0030170	SGD_REF:S000124036	IEA	InterPro:IPR004839	F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	InterPro				
SGD	S000004017	AAT2		GO:0006532	PMID:15780654|SGD_REF:S000123936	IMP		P	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20130411	SGD				
SGD	S000004017	AAT2		GO:0008483	SGD_REF:S000124036	IEA	InterPro:IPR000796	F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	InterPro				
SGD	S000004017	AAT2		GO:0006520	SGD_REF:S000124036	IEA	InterPro:IPR000796	P	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	InterPro				
SGD	S000004017	AAT2		GO:0008483	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0032	F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	UniProt				
SGD	S000004017	AAT2		GO:0006529	PMID:16135255|SGD_REF:S000137640	RCA		P	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20150622	SGD				
SGD	S000004017	AAT2		GO:0005777	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0204	C	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	UniProt				
SGD	S000004017	AAT2		GO:0005777	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0576	C	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	UniProt				
SGD	S000004017	AAT2		GO:0006532	PMID:16135255|SGD_REF:S000137640	RCA		P	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20150622	SGD				
SGD	S000004017	AAT2		GO:0080130	SGD_REF:S000124037	IEA	EC:2.6.1.1	F	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	UniProt				
SGD	S000004017	AAT2	NOT	GO:0005739	SGD_REF:S000185201	IBA	PANTHER:PTN000222846	C	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20150619	GO_Central				
SGD	S000004017	AAT2		GO:0005737	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0086	C	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	UniProt				
SGD	S000004017	AAT2		GO:0005737	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0963	C	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20170902	UniProt				
SGD	S000004017	AAT2		GO:0019266	PMID:15780654|SGD_REF:S000123936	IC	GO:0004069	P	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20150619	SGD				
SGD	S000004017	AAT2		GO:0006532	PMID:9288922|SGD_REF:S000039792	IMP		P	Cytosolic aspartate aminotransferase involved in nitrogen metabolism	YLR027C|ASP5|aspartate transaminase AAT2	gene	taxon:559292	20080121	SGD				
SGD	S000000440	ABD1		GO:0004482	PMID:7623811|SGD_REF:S000050516	IDA		F	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20010118	SGD	inhibited_by(CHEBI:16680)			
SGD	S000000440	ABD1		GO:0008168	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0489	F	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	UniProt				
SGD	S000000440	ABD1		GO:0004482	SGD_REF:S000124036	IEA	InterPro:IPR016899	F	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	InterPro				
SGD	S000000440	ABD1		GO:0032259	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0489	P	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	UniProt				
SGD	S000000440	ABD1		GO:0006370	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0506	P	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	UniProt				
SGD	S000000440	ABD1		GO:0016740	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0808	F	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	UniProt				
SGD	S000000440	ABD1	colocalizes_with	GO:0016591	PMID:14967145|SGD_REF:S000139951	IDA		C	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20150226	SGD				
SGD	S000000440	ABD1		GO:0006370	SGD_REF:S000124036	IEA	InterPro:IPR016899	P	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	InterPro				
SGD	S000000440	ABD1		GO:0003723	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0694	F	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	UniProt				
SGD	S000000440	ABD1		GO:0005634	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0539	C	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	UniProt				
SGD	S000000440	ABD1		GO:0005634	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0191	C	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	UniProt				
SGD	S000000440	ABD1		GO:0006397	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0507	P	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	UniProt				
SGD	S000000440	ABD1		GO:0005845	SGD_REF:S000185201	IBA	PANTHER:PTN000257091	C	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20150729	GO_Central				
SGD	S000000440	ABD1		GO:0005829	PMID:22932476|SGD_REF:S000150673	IDA		C	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20130606	SGD	exists_during(GO:0071456)			
SGD	S000000440	ABD1		GO:0005634	PMID:22932476|SGD_REF:S000150673	IDA		C	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20130606	SGD				
SGD	S000000440	ABD1		GO:0004482	SGD_REF:S000124037	IEA	EC:2.1.1.56	F	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	UniProt				
SGD	S000000440	ABD1		GO:0005634	SGD_REF:S000124036	IEA	InterPro:IPR016899	C	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20170902	InterPro				
SGD	S000000440	ABD1		GO:0006370	PMID:7623811|SGD_REF:S000050516	IDA		P	Methyltransferase	YBR236C|mRNA (guanine-N7)-methyltransferase	gene	taxon:559292	20010118	SGD				
SGD	S000001595	ABF1		GO:0045944	PMID:15192094|SGD_REF:S000076894	IMP		P	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20051020	SGD				
SGD	S000001595	ABF1		GO:0006338	PMID:10684934|SGD_REF:S000040971	IGI	SGD:S000005693	P	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20120215	SGD				
SGD	S000001595	ABF1		GO:0006338	PMID:10684934|SGD_REF:S000040971	IDA		P	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20120215	SGD				
SGD	S000001595	ABF1		GO:0006338	PMID:11713306|SGD_REF:S000078500	IGI	SGD:S000029652	P	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20120215	SGD				
SGD	S000001595	ABF1		GO:0006338	PMID:11713306|SGD_REF:S000078500	IDA		P	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20120215	SGD				
SGD	S000001595	ABF1		GO:0006260	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0235	P	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20170902	UniProt				
SGD	S000001595	ABF1		GO:0070911	PMID:15177043|SGD_REF:S000077426	IDA		P	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20120215	SGD				
SGD	S000001595	ABF1		GO:0000113	PMID:10601031|SGD_REF:S000056193	IDA		C	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20120215	SGD				
SGD	S000001595	ABF1		GO:0070911	PMID:10601031|SGD_REF:S000056193	IMP		P	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20120215	SGD				
SGD	S000001595	ABF1		GO:0006261	PMID:11756546|SGD_REF:S000069013	IDA		P	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20120215	SGD				
SGD	S000001595	ABF1		GO:0001077	PMID:7663308|SGD_REF:S000043563	IDA		F	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|BAF1|DNA-binding protein ABF1|GFI|OBF1|REB2|SBF-B|SBF1	gene	taxon:559292	20120215	SGD				
